,struct_typ,occ_type,year_built,no_stories,magnitude,distance,meandamage
0,URM,RES1,1946,1,5,8.758655047,0.13637
1,W1,COM1,1946,1,5,8.750070851,0.13302
2,URM,RES1,19830429,1,5,8.761616975,0.1807
3,URM,RES1,1954,1,5,8.767488522,0.14398
4,URM,RES1,19821126,1,5,8.764525958,0.17911
5,URM,COM2,1927,2,5,8.779293161,0.12104
6,URM,RES1,19840111,1,5,8.798138598,0.18211
7,C4,RES1,20111018,2,5,8.783458867,0.23953
8,URM,RES1,20121129,2,5,8.811456244,0.24215
9,URM,RES1,1928,1,5,8.79190454,0.12171
10,URM,RES1,19971106,2,5,8.832843315,0.20562
11,URM,RES1,19800711,2,5,8.824823751,0.17573
12,W1,RES1,1952,1,5,8.84026368,0.13732
13,URM,RES1,19961227,2,5,8.844399609,0.20351
14,S1,COM2,20020125,3,5,8.738821066,0.08795
15,URM,RES1,20001214,1,5,8.780461291,0.21233
16,URM,RES1,19980918,1,5,8.82437185,0.20775
17,C4,RES1,20040830,1,5,8.837815556,0.2211
18,URM,RES1,19730608,2,5,8.764713504,0.16609
19,URM,RES1,19850909,1,5,8.80955992,0.18367
20,C4,RES1,20120605,4,5,8.812057794,0.24215
21,URM,RES1,19841220,1,5,8.805877193,0.18206
22,S1,RES1,20101117,1,5,8.802326139,0.12147
23,S1,COM2,20070502,1,5,8.710469879,0.11865
24,S1,RES1,19940331,1,5,8.775228377,0.09285
27,C4,RES1,20021126,3,5,8.72757035,0.21715
28,C4,COM2,20050922,2,5,8.706000458,0.22439
29,C4,COM1,20030927,3,5,8.697060488,0.21756
30,C4,COM2,20050913,3,5,8.703598253,0.22226
31,URM,RES1,19801219,2,5,8.722049473,0.17627
32,S1,RES1,19971211,3,5,8.745418903,0.07931
33,URM,RES1,19980701,2,5,8.741182482,0.20827
34,S1,COM2,20130613,1,5,8.739355779,0.12146
35,C4,RES1,19970901,3,5,8.793120854,0.20586
36,C4,RES1,19940331,3,5,8.765925966,0.20002
37,C4,RES1,20021214,3,5,8.723277326,0.21718
38,C4,RES1,20021214,3,5,8.713556502,0.21724
39,S1,COM2,20000127,1,5,8.718953696,0.11185
40,S1,COM2,20030415,1,5,8.72655623,0.11463
41,C4,RES1,20131212,3,5,8.702092616,0.24585
42,C4,RES1,20140213,3,5,8.69382994,0.24888
43,S1,COM2,20150326,3,5,8.683881131,0.08789
44,C4,RES1,20020308,3,5,8.747983132,0.21702
45,C4,RES1,20020308,2,5,8.739576335,0.21707
46,URM,RES1,19940914,2,5,8.752565415,0.2001
47,S1,COM3,19950913,0,5,8.919892255,0.10682
48,C4,COM1,19900808,1,5,8.946152962,0.19148
49,URM,COM2,19900921,1,5,8.930430446,0.19157
50,S1,COM2,19990528,1,5,8.942327015,0.10706
51,S1,COM2,19981010,3,5,8.737359708,0.08513
53,URM,COM2,19980910,2,5,8.707297434,0.20848
54,C4,RES1,20131212,3,5,8.705661344,0.24582
55,URM,RES1,20020627,1,5,8.601676218,0.21797
56,S1,COM2,20010320,1,5,8.594580915,0.10378
57,C4,RES1,19990705,1,5,8.576995383,0.21143
58,S1,COM2,20150515,1,5,8.56625044,0.12801
59,C4,COM3,20000212,3,5,8.633051609,0.21122
60,S1,RES1,20030513,1,5,8.623675193,0.11498
61,C4,RES1,20021211,3,5,8.565484913,0.2182
62,URM,RES1,19840814,1,5,8.516662196,0.18364
63,C4,COM2,19970925,4,5,8.51027331,0.19407
64,S1,RES1,19970220,2,5,8.649279091,0.10032
65,S1,COM2,19990716,2,5,8.724979847,0.10776
66,S1,COM2,19961116,2,5,8.683554018,0.09457
67,C4,RES1,20060710,1,5,8.654001257,0.22722
68,C4,COM3,20060710,2,5,8.649577756,0.22725
69,W1,RES1,20151016,2,5,8.645541868,0.21892
70,S1,COM2,19991224,1,5,8.690189031,0.11104
71,C4,COM2,19981212,4,5,8.625946368,0.19536
72,S1,COM3,20010515,1,5,8.564524406,0.11006
73,S1,COM2,20050707,1,5,8.552200468,0.11718
74,S1,COM2,20030903,2,5,8.542474587,0.09618
75,S1,COM2,20120612,2,5,8.528799275,0.10001
76,C4,COM2,19961007,3,5,8.495851393,0.20366
77,C4,COM1,20131210,3,5,8.582305013,0.24437
78,C4,COM2,19970620,3,5,8.612117955,0.19894
79,C4,RES1,20000124,3,5,8.678952755,0.21297
80,C4,RES1,20020823,3,5,8.633375399,0.21776
81,C4,RES1,20020128,4,5,8.663594394,0.19819
82,C4,RES1,20141027,4,5,8.63869422,0.23304
83,C4,RES1,20141211,4,5,8.64994356,0.23952
84,C4,RES1,20001010,3,5,8.683388041,0.20467
85,C4,RES1,20020823,3,5,8.626054432,0.21781
86,S1,COM2,20051116,2,5,8.647476362,0.09373
87,C4,RES1,20080220,1,5,5.897775605,0.24989
88,C4,RES1,20080220,2,5,5.885434787,0.24996
89,URM,RES1,19990204,1,5,5.907720027,0.22683
90,URM,RES1,19990204,1,5,5.912591383,0.22681
91,S1,RES1,20070807,1,5,5.902458822,0.12781
92,URM,RES1,19910514,1,5,5.777824135,0.21029
93,URM,RES1,19990204,1,5,5.887764358,0.22694
94,URM,COM2,19990204,1,5,5.875260204,0.227
95,C4,RES1,20120118,4,5,5.793825695,0.24519
96,C4,RES1,20120118,4,5,5.784434984,0.24524
97,URM,RES1,19990319,1,5,5.809959668,0.22734
98,URM,RES1,19990204,1,5,5.802595608,0.22737
99,URM,RES1,19990504,1,5,5.837667636,0.22719
100,C4,RES1,20070702,2,5,5.845359247,0.2474
101,URM,RES1,19991221,1,5,5.870877105,0.22702
102,URM,RES1,19990319,1,5,5.895089472,0.2269
103,URM,RES1,19920724,1,5,5.737157065,0.21249
104,URM,RES1,19910511,1,5,5.720207263,0.21057
105,URM,RES1,20021111,1,5,5.793126662,0.23462
106,URM,RES1,19910408,1,5,5.759857249,0.21038
107,URM,RES1,19960127,1,5,5.745135226,0.22089
108,C4,COM2,20071031,2,5,5.73049592,0.24803
109,URM,RES1,19921005,2,5,5.709372084,0.21263
110,URM,RES1,19901026,1,5,5.796247439,0.20824
111,S1,IND1,20091230,1,5,8.525211972,0.11131
112,S1,IND1,20091230,1,5,8.49295094,0.11142
113,URM,RES1,19901204,1,5,5.766573035,0.20838
114,URM,RES1,20021018,1,5,5.759289173,0.2348
115,URM,RES1,20000816,1,5,5.787066214,0.2298
116,URM,RES1,19910508,1,5,5.75593708,0.2104
117,URM,RES1,19910507,1,5,5.742762238,0.21046
118,URM,RES1,19930322,1,5,5.741894973,0.21452
119,W1,RES1,1961,1,5,10.29940784,0.13841
120,URM,RES1,20001122,1,5,10.30090603,0.20235
121,URM,RES1,1943,1,5,10.26726352,0.12749
122,URM,RES1,1960,1,5,10.28923697,0.14323
123,URM,RES1,1965,1,5,10.23229605,0.14894
124,S1,AGR1,20010901,1,5,10.18577154,0.10768
125,S1,COM1,19960607,1,5,10.16430749,0.10056
126,S1,AGR1,20041207,1,5,10.11445228,0.10751
127,URM,RES1,1968,1,5,10.2919822,0.15211
128,W1,RES1,1950,1,5,10.3367392,0.12943
129,C4,RES1,20130927,2,5,10.33802707,0.23346
130,URM,RES1,19920500,1,5,10.43807432,0.18605
131,S1,AGR1,20050506,1,5,10.41870224,0.11048
132,S1,AGR1,20070718,1,5,10.39313895,0.10928
133,S1,COM2,20070827,1,5,10.41612282,0.1124
134,URM,RES1,20070629,1,5,10.39930893,0.21741
135,URM,RES1,19970305,1,5,7.527442285,0.21346
136,W1,RES1,1970,1,5,7.368697865,0.16008
137,S1,COM2,20141118,2,5,9.967246389,0.0974
138,S1,AGR1,19970919,1,5,9.896351075,0.10525
141,S1,RES1,20150827,2,5,10.19854548,0.09756
142,URM,RES1,1962,1,5,10.27276053,0.14543
143,URM,RES1,1987,1,5,7.622369069,0.19351
144,S1,AGR1,20040605,1,5,7.634597671,0.11927
145,URM,RES1,1987,1,5,7.663604055,0.19329
146,S1,AGR1,19951215,1,5,7.64788669,0.11082
147,URM,RES1,1987,1,5,7.691235982,0.19315
148,URM,COM1,19991008,2,5,7.663723599,0.21702
149,W1,RES1,1945,1,5,7.674171373,0.13643
150,W1,RES1,1945,1,5,7.646946205,0.13653
151,URM,RES1,19980112,1,5,10.57991925,0.19641
152,S1,AGR1,20050315,1,5,10.56391074,0.10681
153,S1,AGR1,20091120,1,5,10.58764481,0.11048
154,URM,RES1,20090603,1,5,11.48213073,0.21422
155,C4,RES1,20130917,1,5,11.36462754,0.22538
156,URM,RES1,20130719,1,5,11.42733888,0.22489
157,URM,RES1,20140827,2,5,11.41126946,0.22773
158,S1,RES1,20140827,1,5,11.40373088,0.11564
159,URM,RES1,1910,1,5,10.29956405,0.10485
160,W1,RES1,1914,1,5,10.3468916,0.10707
161,W1,RES1,1942,1,5,10.33369643,0.12372
162,W1,RES1,1960,1,5,10.39070079,0.13714
163,URM,RES1,20030711,1,5,10.40331151,0.20811
164,URM,RES1,1964,1,5,10.41120845,0.14695
165,W1,RES1,1944,1,5,10.35622452,0.12501
166,W1,RES1,1944,1,5,10.42139694,0.12474
167,S1,COM2,20040804,1,5,10.05608944,0.11087
168,URM,RES1,1969,1,5,10.13044159,0.15412
169,C4,COM2,20121002,1,5,10.18695843,0.23186
170,URM,RES1,1960,1,5,10.16762822,0.14381
171,URM,RES1,1978,1,5,10.18316365,0.16551
172,W1,RES1,1961,1,5,10.22930107,0.13873
173,S1,COM2,20091223,1,5,10.2004551,0.1152
174,S1,RES1,20070427,1,5,10.21055981,0.11317
175,URM,RES1,1920,1,5,10.34928378,0.1106
176,C4,RES1,20141104,1,5,10.50500035,0.23496
177,S1,COM2,20030113,1,5,10.29861938,0.10907
178,C4,RES1,20030113,1,5,10.27938974,0.20897
179,S1,AGR1,19980720,1,5,10.12813829,0.10529
180,S1,AGR1,19980720,1,5,10.12327653,0.10531
181,S1,RES1,19930709,1,5,10.06688323,0.10143
182,S1,RES1,19930709,1,5,10.04710261,0.1015
183,S1,AGR1,19980813,1,5,9.742994109,0.10662
184,S1,AGR1,20010820,1,5,9.743051407,0.10924
185,S1,AGR1,20020412,1,5,9.777955512,0.11002
186,S1,AGR1,20110615,1,5,9.725826318,0.1092
187,S1,COM2,20120613,1,5,10.54792723,0.10201
188,C4,RES1,20140423,1,5,10.57138364,0.23444
189,C4,COM1,20051207,2,5,10.63983976,0.21096
190,S1,COM2,20050609,1,5,10.61772169,0.10063
191,W1,RES1,1952,1,5,10.94106292,0.1283
192,URM,RES1,19960123,1,5,10.96783482,0.18998
193,S1,AGR1,20090616,1,5,10.99688645,0.11214
194,W1,RES1,1970,1,5,10.84275949,0.14391
195,W1,RES1,1950,1,5,10.82348675,0.12733
196,W1,RES1,1933,1,5,10.93565378,0.11547
197,URM,RES1,20021126,1,5,10.94967318,0.20213
198,S1,RES1,20140328,1,5,11.13389992,0.11674
199,C4,RES1,20040719,1,5,11.01132154,0.20605
200,W1,RES1,1961,1,5,10.98688893,0.13522
201,W1,RES1,1930,1,5,11.0075229,0.11339
202,S1,IND1,20121122,1,5,9.595371057,0.12067
203,S1,IND1,20121122,1,5,9.587502297,0.10527
204,S1,IND1,20121122,1,5,9.580168814,0.10529
205,URM,RES1,19930400,1,5,10.97486955,0.18444
206,URM,RES1,1950,1,5,10.94551374,0.13054
207,C4,RES1,20130917,1,5,11.3869878,0.22521
209,S1,COM2,20111216,1,5,11.3495089,0.10954
210,URM,RES1,20111216,1,5,11.33459798,0.22036
211,S1,RES1,20120801,1,5,11.22071028,0.11429
212,W1,RES1,1950,1,5,11.12783008,0.12599
213,URM,RES1,1985,1,5,11.0363357,0.17088
214,URM,RES1,1964,1,5,11.01220298,0.14397
215,S1,COM2,20011008,2,5,10.43345974,0.09314
216,S1,AGR1,20061205,1,5,10.4715439,0.11123
217,URM,RES1,19980925,1,5,10.55346131,0.19658
218,URM,RES1,20150108,1,5,10.5642875,0.23736
219,URM,RES1,1964,1,5,10.57076226,0.14616
220,URM,RES1,19950623,2,5,9.647283634,0.19655
221,S1,COM2,20061108,1,5,11.10819197,0.10574
222,S1,AGR1,20060718,1,5,11.16070268,0.10554
223,URM,RES1,20060626,1,5,10.48125309,0.21443
224,W1,RES1,1967,1,5,10.50700549,0.14275
225,URM,RES1,1978,1,5,10.49832796,0.16379
226,URM,RES1,19950406,1,5,10.49172862,0.19119
227,S1,COM2,20011227,1,5,10.47996885,0.10663
228,URM,RES1,19961109,1,5,10.47853733,0.19317
229,W1,RES1,1950,1,5,10.5131709,0.12867
230,W1,RES1,1961,1,5,10.57839517,0.13712
231,S1,AGR1,20120531,1,5,11.01933132,0.11509
232,S1,AGR1,20120531,1,5,11.01155545,0.11512
233,S1,AGR1,20120531,1,5,10.98244548,0.11524
234,S1,RES1,20090706,1,5,10.8425016,0.11274
235,S1,AGR1,20090706,1,5,10.81419315,0.10963
236,W1,RES1,1950,1,5,10.88471216,0.12706
237,C4,RES1,20130314,1,5,10.49792288,0.23222
238,W1,RES1,20111214,2,5,10.48632031,0.19912
239,C4,RES1,19971227,2,5,10.72467879,0.19349
240,S1,IND1,20011227,2,5,10.88976758,0.08139
241,S1,IND1,20101215,4,5,10.88623125,0.07825
242,S1,AGR1,20120531,1,5,11.12899856,0.11465
243,S1,AGR1,20120531,1,5,11.11498115,0.11471
244,S1,AGR1,20120531,1,5,11.09327733,0.1148
245,S1,AGR1,20120531,1,5,11.06047116,0.11493
246,S1,AGR1,20120531,1,5,11.04518934,0.11499
247,C4,RES1,20030826,2,5,8.907304242,0.21828
248,S1,AGR1,20041220,1,5,8.876211166,0.11507
249,URM,IND1,1990,1,5,8.936835317,0.19153
250,S1,IND1,19931100,1,5,8.932371011,0.10513
251,URM,RES1,19961202,1,5,8.896960742,0.20318
252,S1,AGR1,19951230,1,5,8.749086449,0.10737
254,W1,RES1,1955,1,5,8.692637057,0.1404
255,S1,AGR1,20060821,1,5,8.811390392,0.11393
256,S1,AGR1,20060821,1,5,8.790151427,0.114
257,S1,AGR1,20080227,1,5,8.856076356,0.11576
258,S1,AGR1,20041105,1,5,8.885639923,0.11176
259,URM,RES1,1974,1,5,8.845675235,0.16703
260,S1,COM2,19961211,1,5,8.871331652,0.10782
261,URM,AGR1,19970722,1,5,8.920694711,0.20507
262,S1,AGR1,19970722,1,5,8.892631425,0.10861
263,S1,AGR1,19991104,1,5,8.320163362,0.11226
264,S1,AGR1,19991104,1,5,8.301261561,0.11232
265,URM,RES1,19991104,1,5,8.306010383,0.21312
266,C4,IND1,20110901,3,5,7.014421313,0.24929
267,S1,IND1,20110901,1,5,7.022577463,0.11236
268,URM,COM1,19961015,2,5,8.734421333,0.20418
269,URM,RES1,19951212,1,5,8.836515251,0.20155
270,S1,COM2,19951212,1,5,8.827491575,0.10712
271,W1,RES1,1947,1,5,8.705300134,0.13396
272,W1,RES1,1955,1,5,8.714941831,0.14031
273,W1,COM2,20070119,1,5,8.746572294,0.20317
274,W1,RES1,1981,1,5,8.742720206,0.16591
275,S1,IND1,19961018,2,5,7.128359145,0.08766
276,S1,IND1,20011229,2,5,7.245025926,0.0981
277,S1,IND1,19970529,1,5,7.174161943,0.07669
278,S1,RES1,20010818,1,5,8.335453374,0.11405
279,W1,COM2,1964,1,5,8.884052327,0.14751
280,W1,RES1,1965,1,5,8.886612082,0.14844
281,S1,COM2,20100811,1,5,9.398277039,0.10936
282,URM,RES1,1964,1,5,9.34901915,0.15208
283,W1,RES1,19961211,1,5,9.308169935,0.18238
284,URM,RES1,19990716,1,5,9.058737591,0.20839
285,URM,COM2,19990716,1,5,9.048205273,0.20845
286,URM,RES1,19951215,1,5,8.99910378,0.20056
287,S1,AGR1,20140508,1,5,8.512379788,0.12703
288,W1,RES1,1945,1,5,8.80400529,0.13206
289,W1,RES1,1945,1,5,8.793759513,0.1321
290,S1,AGR1,20040803,1,5,8.804138925,0.11532
291,W1,RES1,20040803,1,5,8.800220648,0.19772
292,URM,COM2,20040803,1,5,8.789299777,0.22142
293,URM,RES1,1991,1,5,8.83266025,0.19396
294,URM,RES1,19920400,1,5,8.810827436,0.19594
295,S1,COM2,20110713,1,5,8.807879533,0.10687
296,S1,AGR1,19931122,1,5,8.51555996,0.10645
297,S1,AGR1,19991218,1,5,8.513165541,0.11162
298,S1,COM2,19970918,1,5,8.481856299,0.10995
299,S1,AGR1,19970113,1,5,8.521125581,0.10982
300,S1,AGR1,20120507,1,5,8.508851388,0.12475
301,S1,AGR1,20120507,1,5,8.506735261,0.12476
302,S1,AGR1,20140508,1,5,8.498154892,0.12346
303,S1,COM2,19961230,1,5,8.701951128,0.10837
304,URM,RES1,19961230,1,5,8.68434861,0.20449
305,W1,RES1,1949,1,5,8.680170968,0.1356
306,W1,RES1,1965,1,5,8.6816186,0.14935
307,URM,RES1,19921218,1,5,8.668463717,0.19677
308,W1,RES1,1935,1,5,8.642709149,0.12563
311,W1,RES1,1940,1,5,9.441945792,0.12595
312,W1,RES1,1945,1,5,9.461371842,0.12941
313,W1,RES1,1955,1,5,9.393675363,0.13742
314,S1,COM2,20061026,1,5,9.377585842,0.11525
315,W1,RES1,1935,1,5,9.389327458,0.12279
316,URM,RES1,20000728,2,5,9.399137117,0.20833
317,W1,AGR1,1973,1,5,9.427598,0.15378
318,W1,RES1,1973,1,5,9.391878441,0.15395
320,S1,COM2,19960509,1,5,9.498960259,0.10575
321,W1,RES1,1977,1,5,9.443451418,0.15792
322,URM,AGR1,20040623,1,5,9.438564561,0.21704
323,W1,RES1,1965,1,5,9.423959558,0.146
324,W1,COM2,1965,1,5,9.415046667,0.14604
325,W1,COM2,1965,1,5,9.410678097,0.14606
327,S1,AGR1,19971215,1,5,9.089495984,0.10796
328,URM,RES1,19720101,1,5,9.122649363,0.16298
329,URM,RES1,19730101,1,5,9.136803962,0.16422
330,URM,RES1,1973,1,5,9.12311584,0.16429
331,W1,RES1,19890601,1,5,9.124711593,0.17381
332,W1,AGR1,19940501,1,5,9.145883709,0.18045
333,S1,AGR1,20020813,1,5,8.924777263,0.113
334,URM,AGR1,20020813,1,5,8.89516482,0.21606
335,W1,RES1,1930,1,5,9.079101738,0.12077
336,URM,RES1,1967,1,5,9.03990974,0.15709
337,URM,RES1,1945,1,5,9.097111904,0.13409
338,URM,RES1,1976,1,5,9.079688165,0.1686
339,URM,RES1,1976,1,5,9.060392791,0.1687
340,W1,RES1,1945,1,5,9.11354222,0.13082
341,S1,COM2,19961121,1,5,9.104198931,0.10706
342,S1,AGR1,19961121,1,5,9.095873569,0.10709
343,S1,COM2,20010618,1,5,8.581240661,0.11323
344,URM,RES1,1972,1,5,9.419261391,0.16148
345,W1,RES1,1935,1,5,9.402227115,0.12275
346,S1,COM2,20000824,1,5,8.761463227,0.11171
347,W1,COM2,1958,1,5,9.401977498,0.13989
348,S1,AGR1,19830300,1,5,6.99144165,0.10309
349,S1,IND1,19920907,1,5,7.04582874,0.11003
350,W1,RES1,1935,1,5,7.389370307,0.13016
351,S1,IND1,20050412,1,5,9.056526564,0.11541
352,S1,RES1,20121227,2,5,9.060253889,0.10701
353,S1,COM1,20150421,1,5,9.08649843,0.12242
354,URM,COM2,1985,1,5,8.795589423,0.18375
355,URM,COM2,19920120,1,5,8.63276892,0.19698
356,S1,COM2,20020402,1,5,8.620032185,0.11404
357,URM,IND1,1965,1,5,8.615711233,0.1567
358,S1,COM2,20010618,1,5,8.601250399,0.11316
359,URM,AGR1,19930927,1,5,9.415148244,0.19418
360,S1,AGR1,19970104,1,5,9.462293324,0.10672
361,S1,AGR1,19970104,1,5,9.438625267,0.10679
362,S1,AGR1,20040715,1,5,9.445780601,0.11307
363,URM,AGR1,20040715,1,5,9.407873239,0.21725
364,S1,AGR1,20040715,1,5,9.408187267,0.1132
365,S1,AGR1,20040715,1,5,9.408055744,0.1132
366,S1,IND1,20010402,1,5,9.054888228,0.11163
367,W1,AGR1,20010508,1,5,9.401733989,0.18931
368,S1,AGR1,20041223,1,5,9.417743487,0.11317
369,W1,COM1,1976,1,5,9.367502345,0.15722
370,URM,RES1,19940601,1,5,9.339221924,0.19654
371,S1,RES1,20060102,1,5,9.34648868,0.11536
372,W1,RES1,1935,1,5,9.427021819,0.12265
373,URM,RES1,19970718,1,5,9.379346092,0.20219
374,URM,RES1,19981231,1,5,9.424740435,0.20395
375,URM,RES1,1976,1,5,7.706940145,0.17548
376,URM,AGR1,20100805,1,5,7.675641665,0.24445
377,W1,RES1,1944,1,5,7.666179267,0.13569
378,W1,RES1,1961,1,5,7.655364237,0.15
379,URM,RES1,20001125,1,5,7.649833466,0.21934
380,S1,AGR1,20040706,1,5,7.643910727,0.11924
381,S1,AGR1,20040706,1,5,7.641009019,0.11925
382,URM,RES1,1961,1,5,7.45291238,0.15718
383,S1,RES1,20110713,1,5,7.71009035,0.12288
384,W1,RES1,1949,1,5,7.706178225,0.13945
386,W1,RES1,1954,1,5,7.721609527,0.14352
388,S1,RES1,20150319,2,5,7.692050317,0.10527
389,URM,RES1,1964,2,5,7.698049723,0.15966
390,W1,RES1,1961,1,5,7.72543116,0.14972
391,S1,COM2,20060804,1,5,8.006623194,0.12006
392,S1,COM2,20140127,1,5,7.678282746,0.11928
393,S1,AGR1,20080227,1,5,7.491547618,0.12038
394,S1,COM2,20120313,1,5,7.371718795,0.1181
395,W1,RES1,1946,1,5,7.550377508,0.13766
396,S1,RES1,20060608,1,5,7.408975731,0.12206
397,URM,RES1,19971009,1,5,7.662107096,0.21268
398,URM,RES1,1965,1,5,7.745988105,0.16066
399,S1,AGR1,19960715,1,5,7.686667185,0.11158
400,S1,RES1,19951018,1,5,7.653639934,0.1108
401,URM,AGR1,19940315,1,5,8.677216452,0.20055
402,URM,RES1,20010817,1,5,8.723578432,0.21491
403,S1,AGR1,19960730,1,5,8.653474425,0.10853
404,S1,AGR1,19960730,1,5,8.701644184,0.10837
405,S1,AGR1,19951230,1,5,8.123008877,0.10936
406,S1,AGR1,19971215,1,5,8.122924215,0.1111
407,URM,RES1,19990504,1,5,7.86644445,0.2158
408,S1,AGR1,19940101,1,5,8.034460076,0.10878
409,URM,RES1,19860101,1,5,8.059496594,0.18944
410,S1,AGR1,19940101,1,5,8.03432518,0.10878
411,URM,RES1,19970104,1,5,8.068237492,0.21028
412,URM,RES1,19980708,1,5,8.097244137,0.21223
413,C4,COM2,19891229,1,5,7.10057025,0.19987
414,S1,IND1,19891229,1,5,7.068672351,0.07815
415,S1,COM2,20040114,1,5,6.943127829,0.08589
416,S1,COM2,20090317,2,5,7.016940094,0.06643
417,S1,IND1,19910629,1,5,7.01282738,0.10929
418,S1,IND1,19910629,2,5,6.986304223,0.10936
419,S1,IND1,19910629,1,5,6.98526407,0.10937
420,S1,IND1,20050314,2,5,7.0259654,0.11209
421,W1,RES1,1955,1,5,7.824173323,0.14396
422,S1,COM2,20061016,1,5,7.82504643,0.12068
423,S1,COM2,20130708,1,5,8.01298049,0.11709
424,S1,COM2,20101125,1,5,7.852019783,0.12486
425,S1,RES1,20101125,1,5,7.842728184,0.1249
426,S1,AGR1,19921000,1,5,7.797454981,0.10783
427,S1,AGR1,19990304,1,5,7.792295237,0.11395
428,S1,AGR1,20040529,1,5,7.830906321,0.11862
429,C4,RES1,20070112,1,5,7.778395478,0.23561
430,URM,RES1,20000218,1,5,7.686142129,0.21912
431,URM,RES1,1965,1,5,7.442265197,0.162
432,W1,RES1,1950,1,5,7.472396404,0.14115
433,W1,RES1,1945,1,5,7.493588547,0.1371
434,W1,RES1,1945,1,5,7.523520111,0.13699
435,W1,RES1,1960,1,5,7.517400885,0.14964
436,URM,RES1,1981,1,5,7.505675846,0.18407
437,S1,AGR1,20041129,1,5,8.072193355,0.11782
438,S1,COM2,20071211,1,5,8.029055394,0.11097
439,URM,RES1,20000609,1,5,7.765635548,0.21864
440,URM,COM1,1988,1,5,6.859867527,0.19926
441,URM,COM2,1988,1,5,6.797888273,0.19958
442,URM,IND1,1988,1,5,6.792674985,0.1996
443,URM,COM2,1988,2,5,6.840648039,0.19936
444,URM,RES3,1988,3,5,6.918939467,0.19896
445,URM,COM2,1988,1,5,6.862213866,0.19925
446,URM,COM1,1988,1,5,6.839509417,0.19937
447,W1,RES1,1925,1,5,8.053291544,0.12133
448,S1,IND1,20121024,2,5,7.953122466,0.10168
449,S1,IND1,20121024,1,5,7.936893052,0.11061
450,URM,IND1,1955,1,5,7.85149375,0.14889
451,C4,RES1,20051202,1,5,7.796458683,0.23036
452,URM,RES1,1990,1,5,7.778817631,0.19809
453,S1,AGR1,19950900,1,5,7.727429167,0.11058
454,W1,RES1,1935,1,5,7.774443265,0.1288
455,URM,RES1,19930500,1,5,8.087597481,0.20206
456,URM,RES1,19950309,1,5,8.111921039,0.20589
457,URM,RES1,1979,1,5,8.070102217,0.17813
458,W1,RES1,1911,1,5,8.07591569,0.11324
459,URM,RES1,19930600,1,5,8.011450674,0.2025
460,URM,RES1,19981015,1,5,8.08132777,0.21233
461,URM,RES1,19930600,1,5,8.051792133,0.20227
462,W1,RES1,1911,1,5,8.075165345,0.11324
463,C4,COM2,19891229,1,5,7.035528309,0.20021
464,S1,COM2,20040114,1,5,7.022227442,0.12123
465,S1,COM2,20040114,1,5,7.023544623,0.08571
467,W1,RES1,1970,1,5,8.117767222,0.1568
468,URM,RES1,19930600,1,5,8.093412404,0.20203
469,URM,RES1,19981119,1,5,8.082739036,0.21232
470,S1,COM2,19981119,1,5,8.069747688,0.11216
471,W1,RES1,1960,1,5,8.49972483,0.14555
472,W1,RES1,1945,1,5,8.436141406,0.13351
473,URM,RES1,1955,1,5,8.431638201,0.14644
474,W1,RES1,1935,1,5,8.674810994,0.12551
475,W1,RES1,1946,1,5,8.661542719,0.13337
476,W1,RES1,1955,1,5,8.680633662,0.14045
477,URM,RES1,1974,1,5,8.667432195,0.16793
478,URM,RES1,20040202,1,5,8.650122437,0.22234
479,S1,AGR1,20030526,1,5,7.934302124,0.11395
480,URM,RES1,1990,1,5,8.009576619,0.19682
481,URM,RES1,19960108,1,5,8.010054179,0.20853
482,W1,RES1,1955,1,5,8.571004578,0.14091
483,URM,RES1,1987,1,5,8.559304058,0.18842
484,W1,RES1,1960,1,5,8.564367504,0.14527
485,W1,RES1,1960,1,5,8.565695571,0.14526
486,W1,RES1,1955,1,5,8.538790578,0.14104
487,URM,IND1,1988,2,5,6.575751852,0.20069
488,URM,IND1,1988,1,5,6.480777432,0.20116
489,URM,COM2,1988,1,5,6.406476016,0.20152
490,S1,COM2,20050727,1,5,6.788150073,0.10727
491,S1,COM2,20050727,1,5,6.812525961,0.10257
492,S1,COM2,20050727,1,5,6.45524143,0.11371
493,S1,COM2,20070913,1,5,6.720289616,0.12176
494,W1,RES1,1935,1,5,7.774762969,0.1288
495,URM,COM2,1988,1,5,6.712692026,0.20001
496,URM,COM2,1988,1,5,6.759627836,0.19977
497,URM,COM2,1988,1,5,6.646981229,0.20033
498,URM,EDU1,1988,2,5,6.729512829,0.19992
499,URM,COM2,1988,1,5,6.605159754,0.20054
500,URM,IND1,1988,1,5,6.564630432,0.20074
501,URM,IND1,1988,1,5,6.595781442,0.20059
502,URM,IND3,1988,1,5,6.566242364,0.20073
503,URM,IND1,19950409,1,5,5.737065283,0.21876
504,S1,COM2,20010525,1,5,6.038684608,0.12113
505,S1,RES1,20140703,1,5,5.815042397,0.13631
506,S1,RES1,20140703,1,5,5.813629358,0.13631
508,URM,RES1,20070523,1,5,5.760086302,0.24787
509,W1,RES1,1960,1,5,5.742542678,0.15637
510,URM,RES1,19930630,1,5,5.758184137,0.21444
511,C4,IND1,19820722,1,5,5.655736897,0.19433
512,S1,IND1,19831008,1,5,5.842136059,0.106
513,C4,IND1,19830730,3,5,5.780631553,0.1955
514,URM,COM2,1986,1,5,5.777645562,0.2008
515,URM,COM2,1986,1,5,5.678419637,0.20125
