,struct_typ,occ_type,year_built,no_stories,magnitude,distance,meandamage
9355,W1,RES1,1931,1,5,5.60075276,0.13313
9356,W1,RES1,1949,1,5,5.595804767,0.14695
9357,URM,RES1,20040823,1,5,5.596288223,0.24073
9358,URM,AGR1,20040820,1,5,5.642895512,0.24048
9359,URM,AGR1,20040820,1,5,5.63102479,0.24054
9360,S1,RES1,20111117,1,5,5.60237138,0.12948
9362,URM,RES1,1981,1,5,5.743419409,0.19228
9363,S1,COM2,20091126,1,5,5.843176461,0.11358
9364,URM,COM2,1920,1,5,5.824619637,0.1257
9365,C4,COM2,19950619,1,5,5.77560256,0.21008
9366,C4,COM2,19950619,1,5,5.762173252,0.21014
9367,W1,COM1,1920,1,5,5.811998264,0.12532
9368,C4,IND3,1992,2,5,6.319772922,0.20965
9369,C4,COM1,1992,1,5,6.319438371,0.20965
9370,S1,COM2,20100519,1,5,5.593560417,0.13212
9371,S1,COM2,20130905,1,5,5.594836877,0.12445
9372,URM,RES1,1991,1,5,5.547127152,0.21137
9373,S1,COM2,20081114,1,5,5.53930596,0.12997
9374,S1,COM2,20121203,1,5,5.398839051,0.13122
9375,S1,AGR1,20150622,1,5,5.42532935,0.12723
9376,URM,RES1,19961105,1,5,5.589038451,0.22165
9377,URM,RES1,1978,1,5,5.748767538,0.1874
9378,S1,IND1,19981014,1,5,5.458828033,0.11975
9379,S1,IND1,19981014,1,5,5.462801598,0.11974
9380,S1,IND1,19981014,1,5,5.518866716,0.1196
9381,S1,IND1,19981014,1,5,5.484657522,0.11969
9382,S1,IND1,19981014,1,5,5.524658749,0.11958
9383,S1,IND1,19981014,1,5,5.517129158,0.1196
9384,C4,EDU1,20140527,2,5,5.474580851,0.24053
9385,URM,RES1,19951215,1,5,5.585578056,0.21949
9386,S1,IND1,20000202,1,5,5.501599275,0.11813
9387,S1,IND1,20011009,1,5,5.472435132,0.12267
9388,S1,IND1,20010730,1,5,5.498849933,0.11911
9389,S1,IND1,20031106,1,5,5.496466096,0.12466
9390,S1,IND1,19970311,2,5,5.462046821,0.09913
9391,S1,IND1,19970311,1,5,5.482985211,0.09908
9392,S1,IND1,19970311,1,5,5.504073566,0.09904
9393,S1,IND1,19970311,1,5,5.525314921,0.09899
9394,URM,RES1,19961218,1,5,5.853904507,0.22035
9395,W1,RES1,1930,3,5,5.876905142,0.13163
9396,URM,RES1,1975,1,5,5.881110567,0.18224
9397,URM,RES1,1920,1,5,5.864546192,0.12559
9398,S1,COM2,20011020,1,5,5.852619861,0.12165
9399,URM,RES1,20011020,2,5,5.866433713,0.23179
9400,URM,RES1,1910,1,5,5.867163524,0.11886
9401,URM,RES1,1910,1,5,5.871057185,0.11885
9402,W1,RES1,1901,1,5,5.95414974,0.11421
9403,URM,RES1,1978,1,5,5.950558962,0.18655
9404,URM,RES1,19970130,1,5,5.96386264,0.222
9405,C4,RES1,19970130,2,5,5.971097107,0.22196
9406,URM,RES1,1919,1,5,5.936321021,0.12468
9407,URM,RES1,1972,1,5,5.961829713,0.17753
9408,URM,RES1,19961220,1,5,5.960461884,0.21982
9409,URM,RES1,20020731,2,5,5.945346734,0.23381
9410,URM,RES1,1901,1,5,6.208565065,0.1125
9411,URM,RES1,1910,2,5,6.206778508,0.11793
9412,URM,COM2,19991019,1,5,6.30498901,0.22474
9413,W1,RES1,1901,1,5,6.18609807,0.1136
9414,C4,COM1,19980803,1,5,6.30213735,0.22248
9417,URM,RES1,1980,1,5,5.984035162,0.1896
9418,S1,IND1,20080130,1,5,6.197495016,0.12804
9419,S1,RES1,20080130,1,5,6.218045636,0.12798
9420,URM,RES1,19970721,1,5,6.220215321,0.22068
9421,URM,RES1,1901,1,5,6.204566475,0.11251
9422,URM,RES1,1990,1,5,6.219872505,0.20621
9423,URM,RES1,19951210,1,5,6.194978172,0.21647
9424,URM,COM1,19870914,1,5,6.208569583,0.20063
9425,URM,RES1,1990,1,5,6.199811253,0.20631
9426,W1,RES1,1901,1,5,5.955467466,0.11421
9427,URM,RES1,1920,1,5,5.955497656,0.12533
9428,W1,RES1,1920,1,5,5.963714241,0.12489
9429,URM,RES1,19850600,1,5,5.954885426,0.19821
9430,URM,RES1,19970206,1,5,6.265061246,0.22044
9432,C4,RES1,20060928,1,5,6.255162764,0.24236
9433,URM,RES1,1981,1,5,6.269898207,0.18996
9434,URM,RES1,1920,1,5,5.926076571,0.12541
9435,W1,RES1,1920,1,5,5.915447537,0.12503
9436,W1,RES1,1920,1,5,5.913843404,0.12503
9437,W1,RES1,1925,1,5,5.930422525,0.12814
9438,URM,RES1,1963,1,5,5.907909913,0.16579
9439,URM,RES1,1974,1,5,5.913505561,0.18062
9440,URM,RES1,19970317,2,5,5.92720382,0.22219
9441,URM,RES1,19970317,1,5,5.925505187,0.2222
9442,S1,RES1,1942,1,5,6.280763958,0.08112
9443,S1,COM2,20010719,1,5,6.278562554,0.12045
9444,URM,RES1,19951230,1,5,6.290787155,0.21598
9445,W1,RES1,1910,1,5,5.937875198,0.11909
9446,URM,RES1,1901,1,5,5.91988984,0.11326
9447,URM,RES1,1944,1,5,5.90489034,0.14518
9448,URM,RES1,19950710,1,5,5.921307529,0.21785
9449,W1,RES1,1901,1,5,5.9403814,0.11425
9450,URM,RES1,19960911,1,5,5.860235618,0.22032
9451,URM,RES1,1975,1,5,5.871052339,0.18228
9452,URM,RES1,1977,1,5,5.881008752,0.18528
9453,URM,RES1,1986,1,5,5.888164415,0.2003
9454,C4,RES1,20010628,2,5,6.291381531,0.22951
9455,URM,RES1,1978,1,5,6.281460569,0.18511
9456,URM,RES1,1978,1,5,6.286163758,0.18509
9457,S1,COM2,20080725,1,5,6.283343181,0.12778
9458,S1,COM2,20061024,1,5,5.767080864,0.1271
9459,W1,RES1,1901,1,5,5.776740078,0.11467
9460,S1,RES1,20080721,1,5,5.760446208,0.12565
9461,URM,RES1,20041228,1,5,5.757059507,0.23987
9462,S1,RES1,20080813,1,5,5.741650636,0.12939
9463,W1,RES1,1978,1,5,5.742217923,0.17582
9465,URM,RES1,20040918,1,5,5.749363089,0.23991
9466,W1,RES1,1904,1,5,5.781531292,0.11623
9467,URM,RES1,19980710,1,5,5.768380295,0.22524
9468,W1,RES1,1904,1,5,5.789460787,0.11621
9469,URM,RES1,19980623,1,5,5.79399316,0.22512
9470,S1,RES1,20041227,1,5,5.780294044,0.12136
9471,W1,RES1,1954,1,5,5.758483569,0.15076
9472,URM,RES1,19981102,1,5,5.718698872,0.22549
9473,URM,RES1,19950930,2,5,5.770699671,0.21859
9474,URM,RES1,1977,1,5,5.764536331,0.18577
9475,URM,RES1,1901,1,5,5.794586838,0.11358
9476,W1,RES1,1924,1,5,5.79294091,0.1279
9477,W1,RES1,1940,1,5,5.800345312,0.13907
9478,URM,RES1,1902,1,5,5.821619531,0.11409
9479,W1,RES1,1944,1,5,5.841279779,0.14206
9480,S1,COM2,19970205,1,5,5.846372213,0.11779
9481,C4,COM2,20001214,1,5,5.846870328,0.22949
9482,URM,RES1,19980919,1,5,5.7562901,0.22531
9483,URM,RES1,1979,1,5,5.714771824,0.18913
9484,W1,RES1,1927,1,5,5.718612954,0.13007
9485,W1,RES1,1944,1,5,5.706119351,0.14249
9486,W1,RES1,1954,1,5,5.738887515,0.15082
9487,W1,RES1,1974,1,5,5.70921592,0.17122
9488,W1,RES1,1954,1,5,5.687006248,0.151
9489,URM,RES1,19940622,1,5,5.742183038,0.21661
9490,W1,RES1,1946,1,5,5.843052104,0.14366
9491,W1,RES1,1945,1,5,5.842015613,0.14285
9492,W1,RES1,1948,1,5,5.833586442,0.14533
9494,URM,RES1,1974,1,5,5.854774932,0.18086
9495,S1,RES1,20040521,1,5,5.84511771,0.12474
9496,URM,COM3,1992,1,5,5.801764782,0.21219
9497,URM,RES1,19980817,1,5,5.808343217,0.22504
9498,C4,COM2,19830630,1,5,5.943631486,0.19478
9499,C4,COM2,19921111,1,5,5.936353931,0.21154
9500,W1,COM2,19971116,1,5,5.947092985,0.20147
9501,W1,RES1,1904,1,5,5.814270552,0.11615
9502,W1,RES1,1934,1,5,5.812458167,0.13462
9503,URM,RES1,1965,1,5,5.808393993,0.16869
9504,URM,RES1,1970,1,5,5.854174911,0.17516
9505,URM,RES1,1968,1,5,5.853035982,0.17244
9506,W1,RES1,1948,1,5,5.797887801,0.14545
9507,W1,RES1,1948,1,5,5.831218747,0.14534
9508,URM,RES1,1979,1,5,5.841347001,0.1886
9511,URM,RES1,20011109,1,5,5.787762151,0.2322
9512,URM,RES1,19941123,1,5,5.911212055,0.21578
9513,C4,COM3,20070205,2,5,5.922914869,0.24696
9514,W1,RES1,1925,1,5,5.736217737,0.12871
9515,W1,RES1,1939,1,5,5.762183959,0.13844
9516,URM,RES1,19970729,1,5,5.726699532,0.2232
9517,S1,COM2,20071015,1,5,5.712145722,0.12836
9518,W1,RES1,1964,1,5,5.678522378,0.16054
9519,C4,RES1,20040322,2,5,5.6919807,0.24022
9520,W1,RES1,1964,1,5,5.644652638,0.16066
9521,URM,RES1,19890925,1,5,5.674248557,0.20687
9522,URM,COM2,1944,1,5,5.747881928,0.1457
9523,URM,RES1,1995,1,5,5.843041268,0.21824
9524,W1,RES1,1948,1,5,5.773169649,0.14553
9525,URM,RES1,1946,1,5,5.798901615,0.14746
9526,W1,RES1,1954,1,5,5.788928455,0.15065
9527,URM,RES1,1978,1,5,5.781464707,0.18726
9528,W1,RES1,1948,2,5,5.790235613,0.14548
9529,S1,COM2,19970122,1,5,5.75379546,0.11804
9530,W1,RES1,1947,1,5,5.826305893,0.14453
9531,URM,RES1,1977,1,5,5.833421919,0.18548
9532,URM,RES1,19951130,1,5,5.822914982,0.21834
9533,URM,RES1,19920916,1,5,5.804928455,0.21217
9534,W1,RES1,1924,1,5,5.790237972,0.12791
9535,URM,RES1,19981210,1,5,5.784352548,0.22516
9536,W1,RES1,1944,1,5,5.748727805,0.14235
9537,S1,COM2,19990727,1,5,5.765378588,0.1165
9538,URM,RES1,1991,1,5,5.830693517,0.21004
9539,URM,RES1,1984,1,5,5.819579512,0.19706
9540,W1,RES1,1908,1,5,5.810132272,0.11832
9541,W1,RES1,1913,1,5,5.799376194,0.12117
9542,W1,RES1,1950,1,5,5.804060725,0.14712
9543,URM,RES1,19960127,1,5,5.793430377,0.22065
9544,S1,COM2,20120509,1,5,5.771343471,0.13398
9545,W1,RES1,1944,1,5,5.819435853,0.14213
9546,W1,RES1,1954,1,5,5.798545363,0.15062
9547,URM,RES1,1974,1,5,5.787918305,0.18114
9548,W1,RES1,1947,1,5,5.81204142,0.14458
9549,W1,RES1,1949,1,5,5.816595414,0.14623
9550,W1,RES1,1947,1,5,5.808871319,0.14459
9551,W1,RES1,1948,1,5,5.82178427,0.14537
9552,W1,RES1,1924,1,5,5.838042764,0.12777
9553,W1,RES1,1945,1,5,5.841287041,0.14286
9554,URM,RES1,1974,1,5,5.683567089,0.18156
9556,URM,RES1,1985,1,5,5.627292011,0.19967
9557,W1,RES1,1937,1,5,5.625909749,0.13736
9558,C4,COM2,19970131,2,5,5.637438033,0.22364
9559,URM,RES1,1940,1,5,5.635279829,0.14234
9560,W1,RES1,1951,1,5,5.652209275,0.14847
9561,W1,RES1,1958,1,5,5.624037235,0.15488
9562,URM,RES1,19990708,1,5,5.625988827,0.22827
9563,W1,RES1,1943,1,5,5.6426254,0.14189
9564,W1,RES1,1940,1,5,5.693830468,0.13941
9565,W1,RES1,1946,1,5,5.694497186,0.14414
9566,W1,RES1,1948,1,5,5.669416657,0.14587
9567,URM,RES1,19950628,1,5,5.654834037,0.21916
9568,S1,RES1,20111128,1,5,5.673267643,0.13307
9569,W1,RES1,1950,1,5,5.678828992,0.14753
9570,W1,RES1,1946,1,5,5.588403713,0.14447
9571,W1,RES1,1948,1,5,5.623008716,0.14602
9572,URM,COM1,1978,1,5,5.632100887,0.18788
9573,URM,RES1,1990,1,5,5.624960777,0.20903
9574,W1,RES1,1930,1,5,5.628144761,0.13236
9575,W1,RES1,1943,1,5,5.631144137,0.14193
9576,URM,RES1,19921215,1,5,5.643459381,0.21294
9577,URM,RES1,1974,1,5,5.783401208,0.18115
9578,URM,COM2,19970520,1,5,5.726217347,0.2232
9579,S1,COM2,20140609,1,5,5.732786848,0.11396
9580,S1,COM2,20140609,1,5,5.742070379,0.11393
9581,W1,RES1,1956,1,5,5.688954781,0.1528
9582,W1,COM2,1927,1,5,5.697663749,0.13013
9583,C1,RES1,1958,1,5,5.708180983,0.12024
9584,URM,RES1,19990708,1,5,5.701748358,0.22789
9585,W1,RES1,1914,1,5,5.608162308,0.12227
9586,S1,IND1,19991012,1,5,4.787747344,0.12239
9587,W1,COM2,19940602,1,5,4.792163581,0.20164
9588,S1,RES1,20140724,1,5,5.751997393,0.13261
9590,W1,RES1,1924,1,5,4.692337352,0.13085
9591,URM,RES1,1976,1,5,4.710922152,0.1883
9592,W1,RES1,1935,1,5,4.743336088,0.13839
9593,W1,RES1,19961106,1,5,4.720183022,0.2051
9594,URM,RES1,1982,1,5,5.50993168,0.19495
9595,W1,RES1,1925,1,5,5.477207653,0.12944
9596,URM,COM2,1920,1,5,5.473509732,0.12668
9597,URM,RES1,1970,1,5,4.971373584,0.17848
9598,URM,RES1,1975,1,5,4.755087824,0.1866
9599,URM,RES1,1976,1,5,4.771274316,0.18808
9600,URM,RES1,19961113,1,5,4.75886909,0.22547
9601,C4,RES1,19940602,1,5,4.79152565,0.22094
9602,URM,RES1,19990819,1,5,4.977001693,0.23139
9603,URM,COM2,20000518,1,5,4.973818629,0.2338
9604,S1,COM2,20030108,1,5,5.061410906,0.11534
9605,W1,RES1,1940,1,5,5.009508381,0.14143
9606,URM,RES1,1972,1,5,4.993577806,0.18126
9607,W1,RES1,1918,1,5,4.995250031,0.12627
9608,W1,RES1,1929,1,5,5.000637507,0.13343
9609,W1,RES1,1920,1,5,4.978944597,0.12756
9610,W1,RES1,1916,1,5,4.651997245,0.12588
9611,S1,COM2,20091126,1,5,4.665991656,0.13346
9612,S1,COM2,20100713,2,5,4.668725965,0.11742
9613,URM,COM2,19991211,1,5,4.964096308,0.23145
9614,S1,COM1,20120402,1,5,4.948179602,0.13633
9615,S1,COM1,20120402,1,5,4.954806501,0.13631
9616,S1,COM1,20120402,1,5,4.954726315,0.13631
9617,S1,COM1,20120402,1,5,4.961352547,0.13629
9618,S1,IND1,19931227,2,5,4.586433393,0.10744
9619,URM,IND1,19970313,1,5,4.579408704,0.2285
9620,S1,IND1,19970509,1,5,4.569983477,0.12094
9621,S1,IND1,19970725,1,5,4.597385759,0.12087
9622,S1,IND1,19931111,1,5,4.524454896,0.11731
9623,S1,COM2,19990720,1,5,4.496175138,0.12306
9624,S1,IND1,20001128,3,5,4.551665272,0.08148
9625,S1,IND1,20130506,2,5,4.518387865,0.11575
9626,S1,COM2,20110826,1,5,4.62488906,0.13208
9627,W1,RES1,1919,1,5,4.509378771,0.12808
9628,W1,RES1,1926,1,5,4.521794347,0.13261
9629,C4,IND1,1990,2,5,4.593069483,0.21347
9630,S1,IND1,20101213,1,5,4.55905816,0.13491
9631,C4,IND1,19890927,2,5,4.630298798,0.21134
9632,S1,IND1,19900709,1,5,4.56262134,0.11457
9633,S1,IND1,19900709,1,5,4.602140948,0.11449
9634,W1,RES1,1939,1,5,4.653701165,0.14164
9635,URM,RES1,1954,1,5,4.639060537,0.1595
9636,URM,RES1,1976,1,5,4.500235942,0.18905
9637,URM,RES1,1974,1,5,4.506372654,0.18595
9638,S1,COM2,20060508,1,5,4.520873403,0.13038
9639,URM,RES1,1949,1,5,4.491695854,0.15453
9641,S1,COM2,20110826,1,5,4.611234921,0.13211
9642,W1,RES1,1938,1,5,4.760478604,0.14059
9643,URM,RES1,1905,1,5,4.753344127,0.11849
9644,W1,RES1,1926,1,5,4.703982635,0.13215
9645,W1,RES1,1939,1,5,4.705807295,0.1415
9646,W1,RES1,1920,1,5,4.668637825,0.12833
9647,W1,RES1,1934,1,5,4.67391655,0.13784
9648,URM,RES1,1939,1,5,4.676757754,0.14424
9649,URM,RES1,1977,1,5,4.691076026,0.18995
9650,S1,COM2,20041223,2,5,4.655634551,0.1067
9651,S1,RES1,20120801,1,5,4.695867949,0.12562
9652,S1,RES1,20041223,1,5,4.681939307,0.12416
9653,S1,COM2,19970204,1,5,4.410290432,0.12129
9654,S1,COM2,20040101,1,5,4.430154014,0.1284
9655,S1,RES1,19930720,1,5,4.393971179,0.11758
9656,S1,COM3,19920926,1,5,4.399553861,0.11667
9657,S1,COM3,19970905,2,5,4.39635481,0.11124
9658,S1,COM2,20150226,1,5,4.767905218,0.14062
9659,S1,COM2,20091217,1,5,4.780076966,0.11614
9660,C4,COM2,20000904,2,5,4.721298513,0.23495
9661,URM,COM2,1964,1,5,4.762964039,0.17111
9662,URM,COM1,1965,1,5,4.753650453,0.17244
9663,S1,COM2,1998,1,5,4.748000976,0.1215
9664,URM,COM1,1957,1,5,4.746509238,0.1626
9665,URM,RES1,19971226,1,5,4.744210727,0.22779
9666,S1,AGR1,20150608,1,5,4.368784703,0.14167
9667,S1,RES1,20071203,1,5,5.001749773,0.1303
9668,S1,RES1,20071203,1,5,5.00821386,0.13028
9669,S1,COM2,20030811,1,5,5.035642816,0.1154
9670,URM,RES1,19940712,1,5,4.934602294,0.22032
9671,S1,AGR1,19970124,1,5,4.962672864,0.12003
9672,C4,COM2,19950904,1,5,4.806806182,0.22304
9673,S1,COM2,19960523,1,5,4.772094798,0.11952
9674,S1,IND1,20140826,1,5,4.295131519,0.11274
9675,S1,IND1,20140826,1,5,4.328728655,0.11267
9676,S1,RES1,1993,1,5,4.290340924,0.1178
9677,URM,RES1,1980,1,5,4.413377185,0.19583
9678,URM,RES1,1975,1,5,4.419981979,0.18777
9679,URM,RES1,1979,1,5,4.413298857,0.19417
9680,S1,AGR1,20110628,1,5,4.353092563,0.12528
9681,S1,AGR1,20150429,1,5,4.328626472,0.12999
9682,W1,RES1,1943,1,5,5.734190799,0.14161
9683,URM,COM1,20040429,1,5,5.713009581,0.24011
9684,URM,COM1,199604,1,5,5.709811158,0.22106
9685,S1,COM2,20110902,1,5,5.727302092,0.13291
9686,W1,RES1,1901,1,5,5.707044608,0.11485
9687,URM,RES1,19980710,1,5,5.698109091,0.2256
9688,URM,RES1,20020712,1,5,5.692446689,0.23515
9689,S1,COM2,20030414,1,5,5.693361929,0.12412
9690,URM,RES1,1991,1,5,5.65621414,0.21086
9691,W1,RES1,1954,1,5,5.702026201,0.15095
9692,URM,COM2,1975,1,5,5.673895791,0.18309
9693,W1,RES1,1972,1,5,5.692330563,0.16901
9694,W1,RES1,1934,1,5,5.672330058,0.13504
9695,W1,RES1,1924,1,5,5.66050888,0.12827
9696,S1,COM2,20111012,1,5,5.650521664,0.13313
9697,W1,COM2,1942,1,5,5.744455159,0.14079
9698,S1,COM2,20050416,2,5,4.225011643,0.10845
9699,S1,COM2,20100120,1,5,4.230846501,0.13184
9700,URM,COM1,1961,1,5,6.250326129,0.16205
9701,URM,RES1,19991122,1,5,6.217952193,0.2252
9702,S1,COM2,20100528,1,5,5.232347816,0.12208
9703,S1,COM2,20100528,1,5,5.544516028,0.09615
9704,URM,RES1,1964,1,5,5.622204113,0.16811
9705,URM,RES1,1985,1,5,5.62096961,0.1997
9706,S1,COM3,19970905,1,5,4.409520068,0.11122
9708,S1,COM2,20140619,1,5,4.28263109,0.14058
9709,S1,RES1,20140723,1,5,4.243834482,0.13667
9710,S1,COM2,20130906,1,5,4.256785017,0.13936
9711,URM,RES1,20001026,1,5,4.245505187,0.23701
9712,URM,IND3,20020104,1,5,4.231901566,0.24206
9713,S1,IND3,20100503,1,5,4.243964973,0.13181
9714,URM,RES1,19970225,2,5,5.967921377,0.22198
9715,URM,AGR1,1983,1,5,6.001211007,0.19452
9716,S1,AGR1,19961206,1,5,5.975403666,0.11652
9717,S1,AGR1,20001129,1,5,5.971128451,0.12033
9718,S1,AGR1,20040818,1,5,5.983960212,0.12435
9719,S1,AGR1,20040818,1,5,5.992930252,0.12432
9720,S1,AGR1,20040818,1,5,6.000287836,0.1243
9721,S1,COM2,20040818,1,5,6.007904863,0.12428
9722,W1,RES1,1966,1,5,4.985466133,0.16498
9723,W1,RES1,19150730,1,5,5.018123428,0.12439
9724,URM,RES1,1991,1,5,5.075225756,0.21347
9725,S1,COM2,19970731,1,5,5.102156114,0.11969
9726,URM,RES1,1983,1,5,5.144514749,0.19818
9727,URM,AGR1,19971009,1,5,5.268952924,0.22541
9728,S1,AGR1,20090325,1,5,4.954783385,0.12893
9729,S1,COM1,19960600,1,5,5.964930988,0.11323
9730,URM,RES1,1982,1,5,4.988329018,0.19708
9731,W1,RES1,1905,1,5,4.966866094,0.1188
9732,W1,RES1,1945,1,5,5.019001365,0.14539
9733,URM,RES1,1925,1,5,5.008218827,0.13163
9734,W1,RES1,1930,1,5,5.013007659,0.13408
9735,W1,RES1,20141229,1,5,5.001657139,0.23775
9736,C4,RES1,20041201,1,5,4.992455979,0.24379
9737,W1,RES1,1915,1,5,4.946349067,0.12457
9738,W1,RES1,1904,1,5,5.107623281,0.11792
9739,URM,RES1,20050519,1,5,5.102300455,0.2459
9740,C4,RES1,19961127,1,5,5.083303426,0.22403
9741,URM,COM1,19941201,2,5,5.063492641,0.21975
9742,W1,RES1,1915,1,5,5.068459459,0.12426
9743,W1,RES1,1915,1,5,5.043914038,0.12432
9744,URM,RES1,19950701,1,5,4.968112995,0.22234
9745,W1,RES1,1915,1,5,5.004553606,0.12442
9746,C4,RES1,20020821,1,5,6.174722382,0.23257
9747,S1,IND1,20130411,1,5,6.178969894,0.10367
9748,S1,IND1,20130411,1,5,6.211070345,0.11673
9749,S1,IND1,20130411,2,5,6.240802229,0.1116
9750,URM,RES1,19950725,1,5,5.90504283,0.21793
9751,C4,RES1,20030623,2,5,5.901778132,0.23654
9752,URM,RES1,1905,1,5,5.863396651,0.11577
9753,S1,COM2,20111221,1,5,5.89803409,0.12863
9754,S1,AGR1,20070209,1,5,6.097758898,0.12361
9755,S1,COM2,20070209,1,5,6.09174255,0.12363
9756,URM,AGR1,20070209,1,5,6.104549448,0.24593
9757,S1,AGR1,20070209,1,5,6.12046051,0.11091
9758,S1,RES1,20040605,1,5,5.901105433,0.12458
9759,C4,RES1,20041008,2,5,5.871893424,0.23925
9760,S1,AGR1,20061130,1,5,6.002032268,0.11592
9761,W1,RES1,1945,1,5,6.16093725,0.14181
9762,URM,RES1,1915,1,5,5.975308571,0.12182
9763,S1,RES1,20080229,1,5,5.998362484,0.12864
9764,URM,RES1,19941227,1,5,6.108385961,0.2148
9765,URM,RES1,19970620,1,5,6.05022283,0.22156
9766,URM,RES1,1920,1,5,6.06577163,0.12501
9767,URM,RES1,1976,1,5,6.1169213,0.18275
9768,S1,AGR1,1986,1,5,6.083567262,0.10772
9769,URM,RES1,1986,1,5,6.098998791,0.19933
9770,S1,IND1,19941104,1,5,5.542794348,0.09665
9771,S1,IND1,19941006,2,5,5.611503661,0.10086
9772,W1,RES1,1915,1,5,5.867477435,0.12215
9773,W1,RES1,1925,1,5,5.967945166,0.12803
9774,W1,RES1,1945,1,5,5.92983712,0.14257
9775,S1,RES1,20090216,1,5,5.986256796,0.12981
9776,W1,RES1,1960,1,5,5.968273939,0.15558
9777,URM,RES1,1977,1,5,5.975239116,0.18488
9778,S1,COM2,20081106,1,5,4.896729546,0.11487
9779,W1,RES1,1915,1,5,5.726256456,0.12254
9780,W1,RES1,1915,1,5,5.732608342,0.12252
9781,W1,RES1,1915,1,5,5.671283594,0.12269
9782,W1,RES1,1915,1,5,5.717131491,0.12256
9783,W1,RES1,1925,1,5,5.706439118,0.12879
9784,URM,COM1,1928,1,5,5.704747527,0.13201
9785,W1,RES1,1930,1,5,5.696001548,0.13216
9786,S1,COM2,20080926,1,5,6.090026858,0.11196
9787,S1,COM2,20080827,1,5,6.093614187,0.1247
9788,S1,COM2,20080917,1,5,6.111991588,0.10706
9789,S1,COM2,20080827,1,5,6.115581995,0.12464
9790,S1,COM2,20091221,1,5,6.083790846,0.11876
9791,S1,COM2,20130115,1,5,6.011137461,0.13446
9792,S1,RES1,20130115,1,5,6.016453267,0.13445
9793,S1,IND1,20041005,1,5,4.971511355,0.10194
9794,URM,COM1,19971031,1,5,6.127097663,0.22116
9795,S1,COM2,19980807,1,5,6.163454586,0.11451
9796,S1,COM2,19980807,1,5,6.168809156,0.1145
9797,S1,COM2,19991110,1,5,6.154732159,0.11546
9798,C4,RES1,19951130,2,5,5.893833044,0.21799
9799,S1,RES1,20110810,1,5,5.882284175,0.12867
9800,S1,RES1,20120906,1,5,5.762714206,0.13019
9801,S1,COM2,20120906,1,5,5.77520171,0.13397
9802,S1,COM2,19980713,1,5,5.918213506,0.11854
9803,W1,RES1,1915,1,5,5.908899078,0.12203
9804,URM,COM1,1948,1,5,5.917126359,0.14904
9805,URM,RES1,1960,1,5,5.88666257,0.16223
9806,W1,RES1,19971020,1,5,5.881210654,0.20177
9807,W1,RES1,1925,1,5,5.898305389,0.12824
9808,URM,AGR1,1987,1,5,5.954775232,0.20182
9810,S1,AGR1,19990105,1,5,4.733721906,0.12251
9811,S1,IND1,20041220,2,5,4.570349796,0.09594
9813,URM,RES1,20000602,2,5,4.579018301,0.23558
9814,S1,COM2,20091117,1,5,4.589866465,0.13365
9815,URM,RES1,1980,1,5,4.593150623,0.19519
9816,S1,IND1,20111006,2,5,4.649131496,0.1134
9817,URM,RES1,19970206,1,5,4.703837274,0.22796
9818,S1,IND1,19990930,2,5,4.921377333,0.08631
9819,S1,IND1,20010407,1,5,4.934049302,0.12404
9820,S1,IND1,20010407,1,5,4.960603107,0.12398
9821,URM,RES1,1987,1,5,4.691806752,0.20725
9822,URM,AGR1,1987,1,5,4.715716658,0.20715
9823,URM,AGR1,19981110,1,5,4.721307522,0.2302
9824,URM,AGR1,19981110,1,5,4.709126577,0.23025
9825,URM,AGR1,19981110,1,5,4.720911398,0.2302
9826,C4,RES1,20070913,1,5,5.730912643,0.24803
9827,S1,COM2,19990819,1,5,4.938262801,0.11189
9828,S1,AGR1,20070620,1,5,4.93738602,0.11379
9829,S1,AGR1,20070620,1,5,4.931174131,0.1138
9830,S1,AGR1,20070620,1,5,4.962639202,0.10093
9831,S1,AGR1,20100909,1,5,4.941796736,0.1228
9832,S1,RES1,20100909,1,5,4.955887336,0.13389
9833,W1,RES1,1975,1,5,4.811319813,0.17563
9834,W1,RES1,1935,1,5,5.716725325,0.13562
9835,W1,RES1,1938,1,5,5.681720019,0.13793
9836,W1,RES1,1945,1,5,5.689630514,0.14334
9837,W1,RES1,1948,1,5,5.674673419,0.14585
9838,URM,RES1,1976,1,5,5.711673726,0.18445
9839,URM,COM1,1978,1,5,5.698200232,0.18761
9840,URM,RES1,1979,1,5,5.73890833,0.18903
9841,URM,RES1,1993,1,5,5.682816428,0.2148
9842,S1,AGR1,20050506,1,5,3.830128314,0.1141
9843,S1,RES1,20050628,1,5,3.298420252,0.13187
9844,S1,RES1,20050628,1,5,3.283656633,0.13189
9845,S1,RES1,20050628,1,5,3.294376505,0.13187
9846,URM,RES1,19861201,1,5,5.575776399,0.2017
9847,URM,RES1,19861201,1,5,5.55584931,0.20179
9848,URM,RES1,19861201,1,5,5.539349363,0.20186
9849,URM,RES1,19861201,1,5,5.588080498,0.20165
9850,URM,RES1,1987,1,5,3.564332907,0.21127
9851,URM,RES1,19960911,1,5,3.801984137,0.22929
9852,URM,COM4,19811208,1,5,4.38807469,0.19761
9853,URM,COM4,19811005,1,5,4.38911441,0.19761
9854,S1,COM4,19930113,1,5,4.394278782,0.11758
9855,URM,COM4,19951019,2,5,4.390566164,0.22478
9856,S1,COM2,19971114,1,5,4.117110209,0.12192
